!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
1979-06-25 00:00:00	-0.29818706	-0.17105549	63951.934	12.411894	82.842454	0.54776298	276.82131	2.4645368e-08
1979-06-26 00:00:00	-0.7668203	-0.90969622	63994.024	11.933266	91.50837	0.82925493	256.74718	9.5297619e-08
1979-06-27 00:00:00	-1.3914033	-1.3844111	64057.801	11.21342	90.118346	0.81438878	206.52377	1.030153e-07
1979-06-28 00:00:00	-1.2038149	-1.1163122	64006.327	12.683276	85.685916	0.59522017	277.6618	7.7354642e-09
1979-06-29 00:00:00	-0.59019437	-0.29985445	63924.275	15.089509	81.915975	0.42958932	309.01407	2.1714845e-09
1979-06-30 00:00:00	-0.39714309	0.046304092	63921.456	16.728088	78.217107	0.44529682	323.62573	2.3891577e-09
1979-07-01 00:00:00	-0.39212648	-0.94040146	63868.403	15.827578	86.056675	0.77413077	269.53999	9.1352875e-08
1979-07-02 00:00:00	-1.15806	-1.7729112	63960.403	14.294299	91.578423	0.81501516	220.78859	2.7746667e-07
1979-07-03 00:00:00	-1.6436207	-1.5666393	64201.926	14.375308	86.249452	0.67692135	220.39666	4.1922984e-08
1979-07-04 00:00:00	-0.86972476	-1.2774677	64110.04	14.068714	82.781307	0.69318641	245.19701	3.9031623e-08
1979-07-05 00:00:00	-0.52331885	-0.57355605	63820.015	13.116074	89.436912	0.69971709	237.19127	9.3083085e-08
1979-07-06 00:00:00	-0.41572272	-0.58459617	63540.064	12.526435	86.300324	0.67412619	279.7519	1.38222e-07
1979-07-07 00:00:00	-0.88408285	-1.2764597	63782.717	9.4017241	94.460333	0.88796474	144.4174	2.0419816e-07
1979-07-08 00:00:00	-1.0448646	-0.77439134	64055.155	12.217155	88.196847	0.65285696	247.09716	7.1467456e-08
1979-07-09 00:00:00	-0.98183348	-0.90319926	64269.859	14.245946	83.469928	0.61533156	293.44307	4.4063275e-09
1979-07-10 00:00:00	-1.0272614	-0.88498698	64328.942	16.166971	82.751123	0.63366553	297.00057	5.0130916e-09
1979-07-11 00:00:00	-0.55519205	-0.70911254	64078.148	17.618721	80.648111	0.55351134	320.95127	1.8805701e-08
1979-07-12 00:00:00	-1.1413593	-1.7861889	64106.278	16.260716	81.145967	0.49900335	257.3999	2.2766285e-08
1979-07-13 00:00:00	-0.91390442	-1.9330641	64195.153	12.023973	87.141754	0.65250136	114.95772	9.0172873e-08
1979-07-14 00:00:00	-1.1515391	-1.6165513	64176.329	12.692401	85.110327	0.62601674	203.62466	1.147371e-08
1979-07-15 00:00:00	-0.87456262	-1.2404931	63955.454	14.266693	88.039959	0.71021488	210.10426	2.9764381e-08
1979-07-16 00:00:00	-0.85082252	-1.2234656	63967.343	15.023583	83.385491	0.52445791	223.63227	5.582958e-08
1979-07-17 00:00:00	-0.77380349	-1.0913461	64062.119	14.123432	84.417432	0.50814404	240.77437	6.6918087e-08
1979-07-18 00:00:00	-0.95090785	-0.85879277	64157.237	13.957634	87.062127	0.6621464	221.59012	3.5149655e-08
1979-07-19 00:00:00	-0.6974742	-1.0618578	64304.293	14.190865	91.289603	0.80235469	194.45112	3.1640063e-08
1979-07-20 00:00:00	-1.3291577	-1.1213511	64419.122	15.34831	87.1391	0.79115792	236.78726	1.5156468e-08
1979-07-21 00:00:00	-1.3069519	-1.3342595	64343.377	15.334099	87.372038	0.81611776	201.81945	3.3054161e-08
1979-07-22 00:00:00	-1.1501113	-1.0932673	64221.946	14.912559	88.758021	0.79199352	196.5501	3.398384e-08
1979-07-23 00:00:00	-0.42408075	-0.39263112	64051.974	16.806166	82.155418	0.53275726	288.41135	2.0472359e-08
1979-07-24 00:00:00	-0.79167343	-0.62071454	64028.512	16.899883	81.414077	0.49684368	298.80803	3.5390747e-08
1979-07-25 00:00:00	-1.0986263	-0.84184489	63944.371	16.737317	83.998337	0.48478476	256.98276	2.8526656e-08
1979-07-26 00:00:00	-0.81799511	-1.3512982	63921.296	15.859403	84.92908	0.66242354	260.28684	1.2006747e-07
1979-07-27 00:00:00	-1.3249411	-1.4468388	64163.707	13.742379	84.285873	0.79272667	194.05567	6.9453105e-08
1979-07-28 00:00:00	-1.3445913	-1.1000989	64008.917	14.193067	86.644684	0.69651222	189.66954	3.3749938e-08
1979-07-29 00:00:00	-0.82622954	-0.97018624	63915.443	16.070973	83.5608	0.65638823	268.9847	1.1691675e-08
1979-07-30 00:00:00	-0.996045	-1.5227386	63804.784	16.056875	83.391988	0.68104418	273.414	5.828025e-08
1979-07-31 00:00:00	-0.41341692	-2.5793237	64142.227	11.465709	85.696779	0.75658243	108.22924	8.3360965e-08
1979-08-01 00:00:00	-1.4240497	-1.7812663	64283.942	12.128274	86.778677	0.85965893	146.68972	1.6796208e-08
1979-08-02 00:00:00	-1.604044	-1.6476375	64335.178	13.395556	87.583063	0.78650441	219.59402	1.4617144e-08
1979-08-03 00:00:00	-1.3087999	-1.229588	64370.509	14.293145	85.245482	0.45387563	282.46251	4.1686361e-09
1979-08-04 00:00:00	-1.2133063	-1.0760537	64221.635	14.793325	84.976242	0.62200271	276.37048	2.4939713e-08
1979-08-05 00:00:00	-1.2944761	-0.95023699	63903.164	13.962596	90.044908	0.83959018	230.45474	1.2407314e-07
